"which dinosaurs name translates to king of the tyrant lizards?","Seismosaurus","Apatosaurus","Camarasaurus","Tyrannosaurus Rex"
"what is the birth country of racing legend mario andretti?","USA","Canada","Spain","Italy"
"where is bolivia located?","North America","Asia","Africa","South America"
"what do you add in order to balance out a chemical equation?","Subscripts","Superscripts","Periods","Coefficients"
"in 1976 which computer company was founded?","Microsoft","Ibm","Google","Apple"
"when plants collect water sun light and nutrients they use those substances for a process what is that process?","Chlorophyll","Erosion","Hydrophilic","Photosynthesis"
"what candy bar catch phrase begins with give me a break give me a break break me off a piece of that?","Milky Way Bar","Musketeers Bar","Hershey Bar","Kit Kat Bar"
"what does add stand for?","Alert Doctrine Disorder","Alum Dextral Disease","Adventurous Dimpled Dog","Attention Deficit Disorder"
"what is the thing that makes a chemical process go faster?","Spines","Header","Scepter","Catalyst"
"who kills the character javert in the musical les miserables?","Enjolras","Jean Valjean","Cosette","He Kills Himself"
"what year did world war 1 start?","1907","1906","1908","1914"
"this mountain chain in the eastern us is one of the oldest in the world?","Rocky","Alps","Carpathian","Appalachian"
"what nationality is the main character in life of pi?","Chinese","Egyptian","French","Indian"
"which states standard license plate reads garden state?","Maine","Vermont","Missouri","New Jersey"
"what is the best hit in baseball that will get you the most runs?","Strike out","Out of the park","Home run","Grand slam"
"what document was written in 1215 and limited the power of the king?","Twelve Tables","Limitation Statute","Agrarian Law","Magna Carta"
"the aushwitz concentration camp is closest to which of the following?","St Petersburg","Rome","London","Krakw"
"what colors are mixed to get violet?","Blue and Green","Green and Black","Red and Green","Blue and Red"
"what team doesnt play for detroit 2?","Red Wings","Tigers","Lions","Browns"
"which is not one of the themed lands in disneys magic kingdom?","Adventure Land","Tomorrow Land","Fantasy Land","Lego Land"
"how many fast and furious movies are there as of 2015?","8","5","6","7"
"who discovered that atoms have most of their mass in a tiny dense nucleus?","Chadwick","Bohr","Millikan","Rutherford"
"on august 21st 1911 what famous painting was stolen from the louvre?","The Last Supper","Girl With A Pearl Earring","The Scream","The Mona Lisa"
"who kills elizabeth in frankenstein?","Victor","William","Justine","Frankenstein's Monster"
"to whom is the creation of calculus attributed to?","Johann Gauss","Isaac Newton","Johann Gauss","Isaac Newton"
"which of the following determines a snowflakes shape?","Location","Wind speed","None of the above","Temperature"
"what causes the holes in swiss cheese?","Rotten Milk","Mice","A Machine Punches Them","Air Bubbles"
"according to legend who were romulus and remus raised by?","Their Step-Mother","Their Mother","A Goddess","A She-Wolf"
"what american city is often referred to as music city?","Salt Lake City, Utah","New York City, New York","New Orleans, Louisiana","Nashville, Tennessee"
"who is the author of the books paper towns and looking for alaska?","Gayle Forman","Nicholas Sparks","Morris Gleitzman","John Green"
"where is the congo?","Australia","New Jersey","Portugal","Africa"
"what is it called when you use a series of words that start with the same letter?","Abbreviation","Rhyming","Onomatopoeia","Alliteration"
"a blue moon typically occurs?","Once In A Blue Moon","Once A Century","Never","Every Two Or Three Years"
"who did john lennon marry in 1969 that supposedly broke up the beatles?","Liza Minelli","Stevie Nicks","Janis Joplin","Yoko Ono"
"how many dots are on two die?","44","58","38","42"
"in theater stage left refers to?","The Audience's Left","The Actor's Right","The Audience's Rear","The Actor's Left"
"what do jesse owens and bob beamon have in common?","Both Wrote Controversial Novels","Both Won The Heisman Award","Both Scored Over 60 Points In A Game","Both Held The World Long Jump Record"
"what does the di in carbon dioxide mean?","10","Evaporating","Liquid","2"
"what is the city of chicago known as?","The Party City","The Train City","The Big City","The Windy City"
"which luxury car company was created after the founder was insulted by the owner of ferrari when he lodged a complaint about one of the cars?","Mercedes","Chevrolet","Maserati","Lamborghini"
"in the movie toy story 3 what is the name of the lead villain?","Chuckles","Mr Prickle Pants","Sid","Lots-O'-Huggin Bear"
"which one of these phrases would complete the following head over?","Knees","Shoulders","Eyes","Heels"
"which of these countries has the largest current jewish population by percentage of its total population?","Usa","France","Canada","Israel"
"which art technique is created with tiny dots?","Collage","Dottism","Etching","Pointillism"
"where was game of cricket created?","Bangladesh","Australia","South Africa","England"
"who plays captain philips?","Brad Pitt","Charlie Sheen","Tom Curie","Tom Hanks"
"what does rbc stand for?","Red Bone Cells","Rough Blue Cells","Red Big Cells","Red Blood Cells"
"which of these countries is not bordered by macedonia?","Serbia","Kosovo","Albania","Croatia"
"whose personal cell phone number did donald trump release to the public during a speech on july 21 2015?","John Mccain","Barack Obama","Jeb Bush","Lindsey Graham"
"what was president eisenhowers middle name?","Darrell","Dwane","Dean","David"
"which of the following was no longer designated as an illness by the who in 1990?","Insomnia","Allergy","Cornea","Homosexuality"
"in which country did the largest recorded earthquake in the world occur?","Japan","United States","Indonesia","Chile"
"which of the following south american countries is land locked?","Venezuela","Uruguay","Peru","Paraguay"
"in baseball what is it called when the batter hits the ball outside of the white line?","Strike","Home Run","First Base","Foul"
"which of the following countries has never been visited by james bond?","Monaco","Austria","Bolivia","Canada"
"what ingredient would be needed for a fondue?","Yoghurt","Vodka","Garbanzo Beans","Cheese"
"what wood are most baseball bats made of?","Oak","Pine","Maple","Ash"
"what sport has the greatest number of youth participants in the usa?","Baseball","Basketball","Football","Soccer"
"what is the name of the famous cartoon rabbit that usually says eh whats up doc?","Trix Rabbit","Frank Rabbit","Lola Bunny","Bugs Bunny"
"what is the freezing point of water in celsius degrees?","100'","-12'","32'","0'"
"why did the united states make the gadsden purchase?","Spain Was Giving It Away Cheap","Manifest Destiny","Gold Was Found In This Land","For A Railroad"
"which of the following is not a professional golfer?","Jason Day","Jordan Speith","Rickie Fowler","Jim Kelly"
"burma is also referred to as?","Bhutan","Laos","Nepal","Myanmar"
"what do you apply to the end of a pool cue before you shoot?","Wax","Glue","Soap","Chalk"
"what figure of speech is exaggerating things?","Personification","Simile","Irony","Hyperbole"
"what controls the blurriness of the background in a photo?","Shutter Speed","Exposure","F Stop","Depth Of Field"
"how many nfl teams are in texas?","3","4","None","2"
"according to the famous german conductor hans von bulow the three bs refer to which three composers?","Bruckner, Bach, And Brahms","Bach, Brahms, And Barber","Berlioz, Bartk, And Bernstein","Bach, Beethoven, And Brahms"
"in the cartoon rugrats what are the names of the twin babies?","Phillip and Gillian","Phillip and Mary","Phillip and Phillipa","Phillip and Lillian"
"what is the name of the person who hosted the game show the price is right for the longest time span?","Richard Dawson","Ray Combs","Steve Harvey","Bob Barker"
"in softball how many bases are there excluding home plate?","4","5","2","3"
"in which 4 major cities does fashion month take place?","New York, London, Paris, Tokyo","New York, Milan, Hong Kong, Sydney","New York, Paris, Tokyo, Sao Paulo","New York, London, Milan, Paris"
"which of these characters is not part of the mystery gang?","Fred","Velma","Shaggy","Bobby"
"which is not part of a snowboard?","Bindings","Board","Leash","Grip Tape"
"who plays peter vinkman on ghostbusters?","Channing Tatum","Tony Depp","Justin Bieber","Bill Murray"
"which general vowed to go back to the philippines?","Patton","Eisenhower","Montgomery","Macarthur"
"whats 11 squared?","112","111","101","121"
"which one is not an olympic sport?","Badminton","Marathon","Shotput","Squash"
"what is the symbol for the element carbon?","Bi","K","Co","C"
"which of the following is a form of a genetic disorder that has to do with an extra 21st chromosome?","Huntington's Disease","Fibromyalgia","Hemophilia","Down's Syndrome"
"what part of the body is considered to be a bust sculpture?","Full Body","From The Waist Up","From The Shoulders Down","From The Shoulders Up"
"which of the following is not part of the four nucleobases of dna?","Cytosine","Guanine","Adenine","Uracil"
"who was recognized as one of julius caesars murderers?","Octavian","Augustus","Mark Antony","Brutus"
"which is not an asian capital?","Manila","Phnom Penh","Bandar Seri Begawan","Buenos Aires"
"keratin is found in which structure?","Kneecap","Teeth","Nasal Bone","Fingernails"
"if you are going 60 miles per hour how long will it take to reach 180 miles?","2 Hours","1 Hour","1/2 Hour","3 Hours"
"what american muscle car was released by ford in 1964?","Challenger","Camaro","Ford Gt","Mustang"
"when did israel occupy the west bank golan heights sinai peninsula and gaza strip?","1900","1948","1916","1967"
"the eiffel tower is located in what famous french city?","Morocco","Nice","Lyon","Paris"
"what is it called when a cell commits cell suicide?","Mitosis","Replication","Synthesis","Apoptosis"
"where did pablo picasso come from?","England","France","Italy","Spain"
"which of the following comedy giants are canadian?","Jim Carrey","Mike Meyers","Seth Rogen","All Answers Are Correct!"
"who was the first african american female on a sports illustrated cover?","Cheryl Miller","Wilma Rudolph","Lisa Leslie","Althea Gibson"
"in which city was the first csi tv series set?","Los Angeles","New York","Miami","Las Vegas"
"on tvs the big bang theory what does sheldon do when someone is upset?","Give Them A Hug","Let Them Sit In His Spot","Let Them Sleep Over","Serve Them A Hot Beverage"
